"","year","parent_entity","commodity","total_emissions_MtCO2e","total","avg_emissions"
"61",2000,"Abu Dhabi National Oil Company","Oil & NGL",277.310149486912,277.310149486912,136.260239230766
"62",2000,"Abu Dhabi National Oil Company","Natural Gas",75.2107589947938,75.2107589947938,70.0891752711108
"63",2001,"Abu Dhabi National Oil Company","Oil & NGL",267.10143532691,267.10143532691,136.409693169438
"64",2001,"Abu Dhabi National Oil Company","Natural Gas",78.7965139157244,78.7965139157244,72.371117304365
"65",2002,"Abu Dhabi National Oil Company","Oil & NGL",246.00608458222,246.00608458222,131.137237351363
"66",2002,"Abu Dhabi National Oil Company","Natural Gas",86.7788728603084,86.7788728603084,74.7555913166042
"67",2003,"Abu Dhabi National Oil Company","Oil & NGL",269.294713759723,269.294713759723,139.042703072656
"68",2003,"Abu Dhabi National Oil Company","Natural Gas",89.5717975474653,89.5717975474653,78.0683403966679
"69",2004,"Abu Dhabi National Oil Company","Oil & NGL",284.567907210038,284.567907210038,143.309080600326
"70",2004,"Abu Dhabi National Oil Company","Natural Gas",92.5449109241163,92.5449109241163,79.4582439003727
"71",2005,"Abu Dhabi National Oil Company","Oil & NGL",334.774044426607,334.774044426607,147.199915915118
"72",2005,"Abu Dhabi National Oil Company","Natural Gas",93.2656656820922,93.2656656820922,81.9668942744871
"73",2006,"Abu Dhabi National Oil Company","Oil & NGL",356.62707317536,356.62707317536,143.732693739364
"74",2006,"Abu Dhabi National Oil Company","Natural Gas",97.7703829194421,97.7703829194421,83.6324721585275
"75",2007,"Abu Dhabi National Oil Company","Oil & NGL",337.685123073795,337.685123073795,143.95851594299
"76",2007,"Abu Dhabi National Oil Company","Natural Gas",101.770571826209,101.770571826209,85.2842568682258
"77",2008,"Abu Dhabi National Oil Company","Oil & NGL",354.433794742547,354.433794742547,143.916832239859
"78",2008,"Abu Dhabi National Oil Company","Natural Gas",100.797552902941,100.797552902941,88.2594479477453
"79",2009,"Abu Dhabi National Oil Company","Oil & NGL",310.767615034728,310.767615034728,138.959438534968
"80",2009,"Abu Dhabi National Oil Company","Natural Gas",95.1378264210512,95.1378264210512,85.0276436282527
"81",2010,"Abu Dhabi National Oil Company","Oil & NGL",314.675638424104,314.675638424104,140.949133746911
"82",2010,"Abu Dhabi National Oil Company","Natural Gas",101.626420874614,101.626420874614,91.2535980594988
"83",2011,"Abu Dhabi National Oil Company","Oil & NGL",364.160386425226,364.160386425226,137.871952696386
"84",2011,"Abu Dhabi National Oil Company","Natural Gas",117.942319124875,117.942319124875,91.7081201515142
"85",2012,"Abu Dhabi National Oil Company","Oil & NGL",378.121201816925,378.121201816925,136.108415850799
"86",2012,"Abu Dhabi National Oil Company","Natural Gas",142.802247071828,142.802247071828,92.2351901499799
"87",2013,"Abu Dhabi National Oil Company","Oil & NGL",397.552851175852,397.552851175852,136.32809993383
"88",2013,"Abu Dhabi National Oil Company","Natural Gas",140.980886269967,140.980886269967,94.0102175890462
"89",2014,"Abu Dhabi National Oil Company","Oil & NGL",399.646833912343,399.646833912343,139.318270000252
"90",2014,"Abu Dhabi National Oil Company","Natural Gas",143.180094528017,143.180094528017,92.6440051941748
"91",2015,"Abu Dhabi National Oil Company","Oil & NGL",426.124091153259,426.124091153259,145.265464900066
"92",2015,"Abu Dhabi National Oil Company","Natural Gas",139.83496550953,139.83496550953,94.8811195148605
"93",2016,"Abu Dhabi National Oil Company","Oil & NGL",436.661797078183,436.661797078183,147.185977612891
"94",2016,"Abu Dhabi National Oil Company","Natural Gas",143.292971711847,143.292971711847,94.5462682062602
"95",2017,"Abu Dhabi National Oil Company","Oil & NGL",473.050280168031,473.050280168031,143.985327065859
"96",2017,"Abu Dhabi National Oil Company","Natural Gas",155.234052730353,155.234052730353,97.9604581280624
"97",2018,"Abu Dhabi National Oil Company","Oil & NGL",509.43876325788,509.43876325788,143.639589183262
"98",2018,"Abu Dhabi National Oil Company","Natural Gas",182.964715710394,182.964715710394,99.6436548614937
"99",2019,"Abu Dhabi National Oil Company","Oil & NGL",538.549549729758,538.549549729758,141.667678964042
"100",2019,"Abu Dhabi National Oil Company","Natural Gas",190.432663335036,190.432663335036,103.770470451496
"101",2020,"Abu Dhabi National Oil Company","Oil & NGL",509.43876325788,509.43876325788,131.198233019265
"102",2020,"Abu Dhabi National Oil Company","Natural Gas",196.033623980628,196.033623980628,99.189589719611
"103",2021,"Abu Dhabi National Oil Company","Oil & NGL",509.43876325788,509.43876325788,129.90652030611
"104",2021,"Abu Dhabi National Oil Company","Natural Gas",196.033623980628,196.033623980628,100.384108252701
"105",2022,"Abu Dhabi National Oil Company","Oil & NGL",509.43876325788,509.43876325788,135.984258404992
"106",2022,"Abu Dhabi National Oil Company","Natural Gas",196.033623980628,196.033623980628,99.5916902920498
"107",2012,"Adani Enterprises","Sub-Bituminous Coal",8.07636177449011,8.07636177449011,127.167973774775
"108",2013,"Adani Enterprises","Sub-Bituminous Coal",8.25807991441614,8.25807991441614,130.88572267182
"109",2014,"Adani Enterprises","Sub-Bituminous Coal",15.9911963134904,15.9911963134904,137.518844253828
"110",2015,"Adani Enterprises","Sub-Bituminous Coal",20.9177769959294,20.9177769959294,133.399093039679
"111",2016,"Adani Enterprises","Sub-Bituminous Coal",23.1185855794779,23.1185855794779,131.612262203432
"112",2017,"Adani Enterprises","Sub-Bituminous Coal",22.5128584463912,22.5128584463912,130.709998696554
"113",2018,"Adani Enterprises","Sub-Bituminous Coal",34.1226284972207,34.1226284972207,147.141527059364
"114",2019,"Adani Enterprises","Sub-Bituminous Coal",26.7751583728783,26.7751583728783,146.212030498496
"115",2020,"Adani Enterprises","Sub-Bituminous Coal",31.7401017737461,31.7401017737461,145.764616176888
"116",2021,"Adani Enterprises","Sub-Bituminous Coal",54.0712420802113,54.0712420802113,159.161515282175
"117",2022,"Adani Enterprises","Sub-Bituminous Coal",70.4662564824262,70.4662564824262,178.241305255133
"118",1992,"Adaro Energy","Sub-Bituminous Coal",2.01909044362253,2.01909044362253,63.1163441610083
"119",1993,"Adaro Energy","Sub-Bituminous Coal",2.82672662107154,2.82672662107154,62.853132802628
"120",1994,"Adaro Energy","Sub-Bituminous Coal",4.84581706469407,4.84581706469407,63.4196659472842
"121",1995,"Adaro Energy","Sub-Bituminous Coal",11.1049974399239,11.1049974399239,67.4260746068962
"122",1996,"Adaro Energy","Sub-Bituminous Coal",17.3641778151537,17.3641778151537,72.3079451680938
"123",1997,"Adaro Energy","Sub-Bituminous Coal",18.9794501700518,18.9794501700518,79.708451766914
"124",1998,"Adaro Energy","Sub-Bituminous Coal",22.0080858354855,22.0080858354855,84.1145629849454
"125",1999,"Adaro Energy","Sub-Bituminous Coal",27.4596300332664,27.4596300332664,91.814711166761
"126",2000,"Adaro Energy","Sub-Bituminous Coal",31.2959018761492,31.2959018761492,95.8444228994775
"127",2001,"Adaro Energy","Sub-Bituminous Coal",35.7379008521187,35.7379008521187,99.2699773825131
"128",2002,"Adaro Energy","Sub-Bituminous Coal",41.9970812273486,41.9970812273486,102.084628670526
"129",2003,"Adaro Energy","Sub-Bituminous Coal",45.4295349815069,45.4295349815069,105.581268974802
"130",2004,"Adaro Energy","Sub-Bituminous Coal",49.0638977800274,49.0638977800274,116.666786681372
"131",2005,"Adaro Energy","Sub-Bituminous Coal",53.9097148447215,53.9097148447215,117.145283283339
"132",2006,"Adaro Energy","Sub-Bituminous Coal",69.4567112606149,69.4567112606149,127.359560744225
"133",2007,"Adaro Energy","Sub-Bituminous Coal",72.8891650147732,72.8891650147732,133.6227467963
"134",2008,"Adaro Energy","Sub-Bituminous Coal",77.7349820794673,77.7349820794673,138.733220353237
"135",2009,"Adaro Energy","Sub-Bituminous Coal",81.9750720110746,81.9750720110746,133.293808942328
"136",2010,"Adaro Energy","Sub-Bituminous Coal",85.2056167208707,85.2056167208707,140.600771752967
"137",2011,"Adaro Energy","Sub-Bituminous Coal",96.3106141607946,96.3106141607946,138.036160584388
"138",2012,"Adaro Energy","Sub-Bituminous Coal",95.3010689389833,95.3010689389833,127.167973774775
"139",2013,"Adaro Energy","Sub-Bituminous Coal",105.598430201458,105.598430201458,130.88572267182
"140",2014,"Adaro Energy","Sub-Bituminous Coal",113.472882931586,113.472882931586,137.518844253828
"141",2015,"Adaro Energy","Sub-Bituminous Coal",103.98315784656,103.98315784656,133.399093039679
"142",2016,"Adaro Energy","Sub-Bituminous Coal",105.759957436948,105.759957436948,131.612262203432
"143",2016,"Adaro Energy","Metallurgical Coal",0.652655756686362,0.652655756686362,121.034255134716
"144",2017,"Adaro Energy","Sub-Bituminous Coal",102.771703580387,102.771703580387,130.709998696554
"145",2017,"Adaro Energy","Metallurgical Coal",2.66995536826239,2.66995536826239,111.25883468118
"146",2018,"Adaro Energy","Sub-Bituminous Coal",97.3807320959145,97.3807320959145,147.141527059364
"147",2018,"Adaro Energy","Metallurgical Coal",17.1173805276378,17.1173805276378,108.207552805964
"148",2019,"Adaro Energy","Sub-Bituminous Coal",106.622714783508,106.622714783508,146.212030498496
"149",2019,"Adaro Energy","Metallurgical Coal",15.4937510020267,15.4937510020267,116.966329116198
"150",2020,"Adaro Energy","Sub-Bituminous Coal",100.19191172057,100.19191172057,145.764616176888
"151",2020,"Adaro Energy","Metallurgical Coal",14.5592666231348,14.5592666231348,112.907049669482
"152",2021,"Adaro Energy","Sub-Bituminous Coal",100.660138794446,100.660138794446,159.161515282175
"153",2021,"Adaro Energy","Metallurgical Coal",8.44239887444568,8.44239887444568,119.011343287554
"154",2022,"Adaro Energy","Sub-Bituminous Coal",120.156072299977,120.156072299977,178.241305255133
"155",2022,"Adaro Energy","Metallurgical Coal",9.99749954560473,9.99749954560473,126.484978171191
"156",1996,"Alliance Resource Partners","Bituminous Coal",22.160256954928,22.160256954928,225.311483816335
"157",1997,"Alliance Resource Partners","Bituminous Coal",26.8385334231906,26.8385334231906,221.121358362834
"158",1998,"Alliance Resource Partners","Bituminous Coal",32.9941603551151,32.9941603551151,209.758824352887
"159",1999,"Alliance Resource Partners","Bituminous Coal",34.7177358960539,34.7177358960539,213.940702853522
"160",2000,"Alliance Resource Partners","Bituminous Coal",33.732835586946,33.732835586946,214.964180026191
"161",2001,"Alliance Resource Partners","Bituminous Coal",38.6573371324856,38.6573371324856,227.609140016877
"162",2002,"Alliance Resource Partners","Bituminous Coal",44.3205139098561,44.3205139098561,236.860071341924
"163",2003,"Alliance Resource Partners","Bituminous Coal",47.2752148371798,47.2752148371798,264.350531492075
"164",2004,"Alliance Resource Partners","Bituminous Coal",50.1732839967298,50.1732839967298,289.227723235243
"165",2005,"Alliance Resource Partners","Bituminous Coal",56.385542696428,56.385542696428,317.691214624737
"166",2006,"Alliance Resource Partners","Bituminous Coal",58.3553433146438,58.3553433146438,337.694717749283
"167",2007,"Alliance Resource Partners","Bituminous Coal",59.8326937783057,59.8326937783057,354.780668250645
"168",2008,"Alliance Resource Partners","Bituminous Coal",65.0748256735325,65.0748256735325,369.130117492755
"169",2009,"Alliance Resource Partners","Bituminous Coal",63.6196354668256,63.6196354668256,397.654128757412
"170",2010,"Alliance Resource Partners","Bituminous Coal",71.0605573021359,71.0605573021359,419.924004389286
"171",2011,"Alliance Resource Partners","Bituminous Coal",75.7215980149891,75.7215980149891,445.896819157443
"172",2012,"Alliance Resource Partners","Bituminous Coal",85.6863268923884,85.6863268923884,471.819707569107
"173",2013,"Alliance Resource Partners","Bituminous Coal",95.4910094695576,95.4910094695576,479.446823470053
"174",2014,"Alliance Resource Partners","Bituminous Coal",100.334256739596,100.334256739596,471.617022456835
"175",2015,"Alliance Resource Partners","Bituminous Coal",101.390562321114,101.390562321114,454.121233073123
"176",2016,"Alliance Resource Partners","Bituminous Coal",86.7795662354982,86.7795662354982,440.737461613378
"177",2017,"Alliance Resource Partners","Bituminous Coal",92.6027893130987,92.6027893130987,457.892467517698
"178",2018,"Alliance Resource Partners","Bituminous Coal",99.144989616348,99.144989616348,486.003641204588
"179",2019,"Alliance Resource Partners","Oil & NGL",0.440649576046933,0.440649576046933,141.667678964042
"180",2019,"Alliance Resource Partners","Natural Gas",0.267070390285796,0.267070390285796,103.770470451496
"181",2019,"Alliance Resource Partners","Bituminous Coal",98.4432481461086,98.4432481461086,529.375531919925
"182",2020,"Alliance Resource Partners","Oil & NGL",0.512429597484443,0.512429597484443,131.198233019265
"183",2020,"Alliance Resource Partners","Natural Gas",0.264956568965302,0.264956568965302,99.189589719611
"184",2020,"Alliance Resource Partners","Bituminous Coal",66.4561483570564,66.4561483570564,524.380291986874
"185",2021,"Alliance Resource Partners","Oil & NGL",0.471355474106312,0.471355474106312,129.90652030611
"186",2021,"Alliance Resource Partners","Natural Gas",0.254387462362835,0.254387462362835,100.384108252701
"187",2021,"Alliance Resource Partners","Bituminous Coal",79.3017106385963,79.3017106385963,550.207942337076
"188",2022,"Alliance Resource Partners","Oil & NGL",0.603350957971955,0.603350957971955,135.984258404992
"189",2022,"Alliance Resource Partners","Natural Gas",0.3526437085706,0.3526437085706,99.5916902920498
"190",2022,"Alliance Resource Partners","Bituminous Coal",87.3532706655535,87.3532706655535,603.534095633251
"191",1981,"Alpha Metallurgical Resources","Bituminous Coal",25.1564224068678,25.1564224068678,233.431622350574
"192",1981,"Alpha Metallurgical Resources","Metallurgical Coal",10.206019135434,10.206019135434,70.360447640246
"193",1982,"Alpha Metallurgical Resources","Bituminous Coal",33.281946846576,33.281946846576,246.491923824523
"194",1982,"Alpha Metallurgical Resources","Metallurgical Coal",13.502563315684,13.502563315684,73.7885326142739
"195",1983,"Alpha Metallurgical Resources","Bituminous Coal",32.7144980847014,32.7144980847014,250.081302449773
"196",1983,"Alpha Metallurgical Resources","Metallurgical Coal",13.2723480334948,13.2723480334948,74.8901750453838
"197",1984,"Alpha Metallurgical Resources","Bituminous Coal",42.2731364122905,42.2731364122905,249.757111732508
"198",1984,"Alpha Metallurgical Resources","Metallurgical Coal",17.1503098624105,17.1503098624105,80.1205622770143
"199",1985,"Alpha Metallurgical Resources","Bituminous Coal",43.8282333305128,43.8282333305128,273.805590262554
"200",1985,"Alpha Metallurgical Resources","Metallurgical Coal",17.7812162952668,17.7812162952668,84.288532119683
"201",1986,"Alpha Metallurgical Resources","Bituminous Coal",41.7128705529928,41.7128705529928,281.436105189016
"202",1986,"Alpha Metallurgical Resources","Metallurgical Coal",16.9230087008515,16.9230087008515,86.8486360452661
"203",1987,"Alpha Metallurgical Resources","Bituminous Coal",31.856142051624,31.856142051624,287.926787516344
"204",1987,"Alpha Metallurgical Resources","Metallurgical Coal",12.9241109949633,12.9241109949633,89.5630932742795
"205",1988,"Alpha Metallurgical Resources","Bituminous Coal",30.5273063552806,30.5273063552806,277.720202638085
"206",1988,"Alpha Metallurgical Resources","Metallurgical Coal",12.3849992623814,12.3849992623814,92.1583180023334
"207",1989,"Alpha Metallurgical Resources","Bituminous Coal",30.3477339878398,30.3477339878398,279.880894255544
"208",1989,"Alpha Metallurgical Resources","Metallurgical Coal",12.3121463273644,12.3121463273644,92.9645366451786
"209",1990,"Alpha Metallurgical Resources","Bituminous Coal",33.5800369957331,33.5800369957331,276.483556547407
"210",1990,"Alpha Metallurgical Resources","Metallurgical Coal",13.6234991899652,13.6234991899652,91.6526745528138
"211",1991,"Alpha Metallurgical Resources","Bituminous Coal",30.3477339878398,30.3477339878398,268.716337471269
"212",1991,"Alpha Metallurgical Resources","Metallurgical Coal",12.3121463273644,12.3121463273644,88.6184217769196
"213",1992,"Alpha Metallurgical Resources","Bituminous Coal",32.323030275913,32.323030275913,228.805129969144
"214",1992,"Alpha Metallurgical Resources","Metallurgical Coal",13.11352863139,13.11352863139,75.6263769036347
"215",1993,"Alpha Metallurgical Resources","Bituminous Coal",39.505925884575,39.505925884575,221.753796592462
"216",1993,"Alpha Metallurgical Resources","Metallurgical Coal",16.0276461047332,16.0276461047332,79.099721608946
"217",1994,"Alpha Metallurgical Resources","Bituminous Coal",45.5216009694485,45.5216009694485,228.014387299367
"218",1994,"Alpha Metallurgical Resources","Metallurgical Coal",18.468219489701,18.468219489701,80.4540700827942
"219",1995,"Alpha Metallurgical Resources","Bituminous Coal",51.537276054322,51.537276054322,232.03725315507
"220",1995,"Alpha Metallurgical Resources","Metallurgical Coal",20.9087928746688,20.9087928746688,81.8627986197927
"221",1996,"Alpha Metallurgical Resources","Bituminous Coal",57.2835925264781,57.2835925264781,225.311483816335
"222",1996,"Alpha Metallurgical Resources","Metallurgical Coal",23.2400868544199,23.2400868544199,83.7530182494293
"223",1997,"Alpha Metallurgical Resources","Bituminous Coal",62.0386694279318,62.0386694279318,221.121358362834
"224",1997,"Alpha Metallurgical Resources","Metallurgical Coal",25.1692326204974,25.1692326204974,77.3703406857514
"225",1998,"Alpha Metallurgical Resources","Bituminous Coal",48.5063402235647,48.5063402235647,209.758824352887
"226",1998,"Alpha Metallurgical Resources","Metallurgical Coal",48.9816118950389,48.9816118950389,71.0798179764879
"227",1999,"Alpha Metallurgical Resources","Bituminous Coal",174.307066775256,174.307066775256,213.940702853522
"228",1999,"Alpha Metallurgical Resources","Metallurgical Coal",73.2254632936601,73.2254632936601,72.4997811745664
"229",2000,"Alpha Metallurgical Resources","Bituminous Coal",190.131411535352,190.131411535352,214.964180026191
"230",2000,"Alpha Metallurgical Resources","Metallurgical Coal",73.1533895430539,73.1533895430539,77.0262521282937
"231",2001,"Alpha Metallurgical Resources","Bituminous Coal",206.538349081456,206.538349081456,227.609140016877
"232",2001,"Alpha Metallurgical Resources","Metallurgical Coal",71.6371391214721,71.6371391214721,82.5330224043013
"233",2002,"Alpha Metallurgical Resources","Bituminous Coal",219.973615523196,219.973615523196,236.860071341924
"234",2002,"Alpha Metallurgical Resources","Metallurgical Coal",69.0629185553075,69.0629185553075,80.6145525225964
"235",2003,"Alpha Metallurgical Resources","Bituminous Coal",252.258877236015,252.258877236015,264.350531492075
"236",2003,"Alpha Metallurgical Resources","Metallurgical Coal",76.0277451783222,76.0277451783222,90.4570192585548
"237",2004,"Alpha Metallurgical Resources","Bituminous Coal",231.64886119758,231.64886119758,289.227723235243
"238",2004,"Alpha Metallurgical Resources","Metallurgical Coal",73.2567768748194,73.2567768748194,99.6964745907798
"239",2005,"Alpha Metallurgical Resources","Bituminous Coal",250.491341827037,250.491341827037,317.691214624737
"240",2005,"Alpha Metallurgical Resources","Metallurgical Coal",73.9227564589996,73.9227564589996,108.230140874733
"241",2006,"Alpha Metallurgical Resources","Bituminous Coal",265.07983343304,265.07983343304,337.694717749283
"242",2006,"Alpha Metallurgical Resources","Metallurgical Coal",74.9323692111965,74.9323692111965,106.939097100112
"243",2007,"Alpha Metallurgical Resources","Bituminous Coal",264.54592828278,264.54592828278,354.780668250645
"244",2007,"Alpha Metallurgical Resources","Metallurgical Coal",76.592458897013,76.592458897013,108.561752117039
"245",2008,"Alpha Metallurgical Resources","Bituminous Coal",257.761243799853,257.761243799853,369.130117492755
"246",2008,"Alpha Metallurgical Resources","Metallurgical Coal",78.6256821161634,78.6256821161634,113.812484572239
"247",2009,"Alpha Metallurgical Resources","Bituminous Coal",237.921620451956,237.921620451956,397.654128757412
"248",2009,"Alpha Metallurgical Resources","Metallurgical Coal",67.4770240594603,67.4770240594603,117.967580979649
"249",2010,"Alpha Metallurgical Resources","Bituminous Coal",232.214483806547,232.214483806547,419.924004389286
"250",2010,"Alpha Metallurgical Resources","Metallurgical Coal",67.2559434818731,67.2559434818731,128.845997713733
"251",2011,"Alpha Metallurgical Resources","Bituminous Coal",244.419426718488,244.419426718488,445.896819157443
"252",2011,"Alpha Metallurgical Resources","Metallurgical Coal",60.5317630525043,60.5317630525043,135.311671479155
"253",2012,"Alpha Metallurgical Resources","Bituminous Coal",217.909193390126,217.909193390126,471.819707569107
"254",2012,"Alpha Metallurgical Resources","Metallurgical Coal",54.6333363444665,54.6333363444665,141.504771756362
"255",2013,"Alpha Metallurgical Resources","Bituminous Coal",164.421719853248,164.421719853248,479.446823470053
"256",2013,"Alpha Metallurgical Resources","Metallurgical Coal",54.1892722805829,54.1892722805829,143.600956426043
"257",2014,"Alpha Metallurgical Resources","Bituminous Coal",156.324444816655,156.324444816655,471.617022456835
"258",2014,"Alpha Metallurgical Resources","Metallurgical Coal",44.8493033711443,44.8493033711443,139.262795216182
"259",2015,"Alpha Metallurgical Resources","Bituminous Coal",137.299018954782,137.299018954782,454.121233073123
"260",2015,"Alpha Metallurgical Resources","Metallurgical Coal",39.3909305782026,39.3909305782026,136.283985893294
"261",2016,"Alpha Metallurgical Resources","Bituminous Coal",24.1762356730552,24.1762356730552,440.737461613378
"262",2016,"Alpha Metallurgical Resources","Metallurgical Coal",6.9361342013118,6.9361342013118,121.034255134716
"263",2017,"Alpha Metallurgical Resources","Bituminous Coal",16.994454833657,16.994454833657,457.892467517698
"264",2017,"Alpha Metallurgical Resources","Metallurgical Coal",10.1112041697616,10.1112041697616,111.25883468118
"265",2018,"Alpha Metallurgical Resources","Thermal Coal",1.27897104295896,1.27897104295896,91.4935028215991
"266",2018,"Alpha Metallurgical Resources","Bituminous Coal",15.4456990975848,15.4456990975848,486.003641204588
"267",2018,"Alpha Metallurgical Resources","Metallurgical Coal",12.7863537424907,12.7863537424907,108.207552805964
"268",2019,"Alpha Metallurgical Resources","Thermal Coal",8.81092824384667,8.81092824384667,90.3186324016573
"269",2019,"Alpha Metallurgical Resources","Bituminous Coal",16.1129690570054,16.1129690570054,529.375531919925
