"","year","parent_entity","commodity","total_emissions_MtCO2e","total","avg_emissions"
"403",2017,"Saudi Aramco","Oil & NGL",1662.20796253892,1662.20796253892,1162.77610314138
"404",2018,"Saudi Aramco","Oil & NGL",1693.81111086627,1693.81111086627,1162.77610314138
"405",2019,"Saudi Aramco","Oil & NGL",1633.26067500476,1633.26067500476,1162.77610314138
"406",2020,"Saudi Aramco","Oil & NGL",1518.70973023792,1518.70973023792,1162.77610314138
"407",2021,"Saudi Aramco","Oil & NGL",1507.79318531096,1507.79318531096,1162.77610314138
"408",2022,"Saudi Aramco","Oil & NGL",1679.69237942741,1679.69237942741,1162.77610314138
"409",1970,"Shell","Oil & NGL",533.489230305034,533.489230305034,349.41975694982
"410",1971,"Shell","Oil & NGL",786.3819336626,786.3819336626,349.41975694982
"411",1972,"Shell","Oil & NGL",814.594084420378,814.594084420378,349.41975694982
"412",1973,"Shell","Oil & NGL",857.166474213759,857.166474213759,349.41975694982
"413",1974,"Shell","Oil & NGL",754.992738796976,754.992738796976,349.41975694982
"414",1975,"Shell","Oil & NGL",506.802060614224,506.802060614224,349.41975694982
"415",1976,"Shell","Oil & NGL",483.164853202903,483.164853202903,349.41975694982
"416",1977,"Shell","Oil & NGL",467.152551417528,467.152551417528,349.41975694982
"417",1978,"Shell","Oil & NGL",435.509193040743,435.509193040743,349.41975694982
"418",1979,"Shell","Oil & NGL",414.159457229874,414.159457229874,349.41975694982
"419",1980,"Shell","Oil & NGL",196.788916549901,196.788916549901,349.41975694982
"420",1981,"Shell","Oil & NGL",183.397954772837,183.397954772837,349.41975694982
"421",1982,"Shell","Oil & NGL",198.826671602932,198.826671602932,349.41975694982
"422",1983,"Shell","Oil & NGL",217.894236742013,217.894236742013,349.41975694982
"423",1984,"Shell","Oil & NGL",234.196277166265,234.196277166265,349.41975694982
"424",1985,"Shell","Oil & NGL",238.562895137047,238.562895137047,349.41975694982
"425",1986,"Shell","Oil & NGL",262.433740043988,262.433740043988,349.41975694982
"426",1987,"Shell","Oil & NGL",257.04824454669,257.04824454669,349.41975694982
"427",1988,"Shell","Oil & NGL",257.530765801909,257.530765801909,349.41975694982
"428",1989,"Shell","Oil & NGL",276.113815796286,276.113815796286,349.41975694982
"429",1990,"Shell","Oil & NGL",297.328799910039,297.328799910039,349.41975694982
"430",1991,"Shell","Oil & NGL",325.562275008793,325.562275008793,349.41975694982
"431",1992,"Shell","Oil & NGL",322.611318571917,322.611318571917,349.41975694982
"432",1993,"Shell","Oil & NGL",322.491685202855,322.491685202855,349.41975694982
"433",1994,"Shell","Oil & NGL",339.918279296295,339.918279296295,349.41975694982
"434",1995,"Shell","Oil & NGL",351.163815988171,351.163815988171,349.41975694982
"435",1996,"Shell","Oil & NGL",370.165582774268,370.165582774268,349.41975694982
"436",1997,"Shell","Oil & NGL",374.253056217237,374.253056217237,349.41975694982
"437",1998,"Shell","Oil & NGL",375.389573223331,375.389573223331,349.41975694982
"438",1999,"Shell","Oil & NGL",364.831928403564,364.831928403564,349.41975694982
"439",2000,"Shell","Oil & NGL",375.022697558206,375.022697558206,349.41975694982
"440",2001,"Shell","Oil & NGL",363.133134562876,363.133134562876,349.41975694982
"441",2002,"Shell","Oil & NGL",360.190153683938,360.190153683938,349.41975694982
"442",2003,"Shell","Oil & NGL",363.380376858939,363.380376858939,349.41975694982
"443",2004,"Shell","Oil & NGL",346.675570758843,346.675570758843,349.41975694982
"444",2005,"Shell","Oil & NGL",324.18449737509,324.18449737509,349.41975694982
"445",2006,"Shell","Oil & NGL",316.09129995801,316.09129995801,349.41975694982
"446",2007,"Shell","Oil & NGL",301.888825160805,301.888825160805,349.41975694982
"447",2008,"Shell","Oil & NGL",284.055477612553,284.055477612553,349.41975694982
"448",2009,"Shell","Oil & NGL",282.681687757819,282.681687757819,349.41975694982
"449",2010,"Shell","Oil & NGL",284.537998867772,284.537998867772,349.41975694982
"450",2011,"Shell","Oil & NGL",266.509250150051,266.509250150051,349.41975694982
"451",2012,"Shell","Oil & NGL",262.870401841066,262.870401841066,349.41975694982
"452",2013,"Shell","Oil & NGL",252.099410846471,252.099410846471,349.41975694982
"453",2014,"Shell","Oil & NGL",248.271541814367,248.271541814367,349.41975694982
"454",2015,"Shell","Oil & NGL",262.688957897988,262.688957897988,349.41975694982
"455",2016,"Shell","Oil & NGL",268.272646010032,268.272646010032,349.41975694982
"456",2017,"Shell","Oil & NGL",265.711295578404,265.711295578404,349.41975694982
"457",2018,"Shell","Oil & NGL",262.406224369103,262.406224369103,349.41975694982
"458",2019,"Shell","Oil & NGL",273.007734757527,273.007734757527,349.41975694982
"459",2020,"Shell","Oil & NGL",263.226111725079,263.226111725079,349.41975694982
"460",2021,"Shell","Oil & NGL",253.143012602593,253.143012602593,349.41975694982
"461",2022,"Shell","Oil & NGL",219.276400932582,219.276400932582,349.41975694982
